tpep_pickup_datetime,tpep_dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount,tip_amount,total_amount
2024-03-01 04:16:21,2024-03-01 04:17:48,40.76487443461932,-73.98830617693181,40.75061480285023,-74.0141066234195,1,4.510307052144107,14.811141973671615,3.225581836285257,18.83672380995688
2024-03-01 05:10:21,2024-03-01 05:11:21,40.6406848533856,-73.77245075546652,40.63302065215556,-73.818,2,12.006763112028702,36.1093555218519,0.0,36.9093555218519
2024-03-01 07:01:10,2024-03-01 07:02:10,40.747561785420935,-73.98588344419139,40.73091598159069,-73.97977786094566,3,4.365303304296323,13.147384234626111,3.154094184889116,17.10147841951523
2024-03-01 08:00:32,2024-03-01 08:01:32,40.71400856187834,-74.00895702470184,40.70014672410344,-73.98492022046807,1,4.241862932854411,14.106709030946837,2.939257814667032,17.845966845613866
2024-03-01 12:48:49,2024-03-01 12:49:49,40.641257782757286,-73.77717314872413,40.63014519812452,-73.818,5,17.277143825649517,51.41655438974268,0.0,69.69966243066388
2024-03-01 13:41:47,2024-03-01 13:43:06,40.7622416014316,-73.99261113179355,40.786211799543366,-73.98860632680712,2,1.8296270807545252,9.326071840985698,2.10996963711568,12.23604147810138
2024-03-01 14:05:11,2024-03-01 14:06:11,40.779701704733846,-73.86939423801488,40.82137817759976,-73.86872131668875,2,21.05692036451669,63.48643378107339,12.230616134366498,85.14625159410657
2024-03-01 14:55:40,2024-03-01 14:56:40,40.76497621366227,-73.97081967438189,40.78477157522613,-73.94797010506022,1,1.906273415567134,9.145899755613716,1.9221578807565007,12.868057636370215
2024-03-01 15:54:52,2024-03-01 15:55:52,40.70833049173085,-74.00598864555838,40.69686829180136,-74.03836942095653,1,8.18704099652141,26.19211151764581,5.880266507062769,33.87237802470858
2024-03-01 16:26:00,2024-03-01 16:27:05,40.776117709304245,-73.86075133894991,40.77556318156061,-73.83623546349703,2,17.957559380919093,50.24704936478142,0.0,70.47897522665762
2024-03-01 17:18:16,2024-03-01 17:19:16,40.755289990716285,-73.99598654869543,40.79657229583726,-74.01051733552,3,3.090907058073069,14.342976493457671,2.174424463500612,18.317400956958288
2024-03-01 17:28:10,2024-03-01 17:29:10,40.75911444547374,-73.97204316722542,40.766406913325625,-73.99235483610079,1,0.9226231812290404,7.32046244348774,0.0,9.12046244348774
2024-03-01 17:39:49,2024-03-01 17:41:47,40.75886322351085,-73.98898844069768,40.783651771180566,-74.02371559554223,2,6.358121843058661,22.580524354959497,4.652000532501021,29.03252488746052
2024-03-01 18:49:37,2024-03-01 18:51:51,40.7138028357061,-74.01508631253687,40.68907727774434,-74.00515288630059,5,14.857422868809168,44.92351349713976,9.722785223732158,56.44629872087192
2024-03-01 19:34:21,2024-03-01 19:35:40,40.78053345139816,-73.8806922356737,40.76002086720404,-73.83663969258528,5,22.41499063264678,62.49770102404857,0.0,76.56841107411506
2024-03-01 19:39:41,2024-03-01 19:40:41,40.76043970024797,-73.99444674043833,40.73346658861311,-73.99612704479084,1,9.026305931348432,27.091468219702136,6.1961415139413845,35.08760973364352
2024-03-01 20:16:26,2024-03-01 20:17:26,40.7463440503881,-73.9832491128774,40.71639894640133,-73.99098890296432,1,0.6085986330010728,5.079565926447635,1.2192419945810289,8.098807921028664
2024-03-01 20:28:35,2024-03-01 20:29:35,40.76077010830409,-73.98341911688951,40.75136577759326,-74.00051427525653,1,4.641251704050104,14.6495069823843,2.9534512908421187,19.40295827322642
2024-03-01 20:48:12,2024-03-01 20:50:41,40.649538219761126,-73.77881924832893,40.64843844711453,-73.82385676100436,4,14.634887588784864,41.79806063330369,0.0,44.09806063330369
2024-03-01 21:11:21,2024-03-01 21:14:05,40.71731187181384,-74.01233193211797,40.69948229590386,-73.99421316238795,1,5.063258541028812,16.961841210389583,3.630689941654008,22.392531152043592
2024-03-01 22:11:56,2024-03-01 22:12:56,40.74449508737443,-73.98813648513469,40.72768050077819,-73.97586020688078,2,6.934123916937581,21.84358288183529,0.0,24.14358288183529
2024-03-02 03:22:54,2024-03-02 03:23:54,40.74853673345084,-73.98436615788316,40.74049058964951,-74.001232396851,5,1.908926440998444,6.0933764656137095,1.3109195936177929,8.204296059231503
2024-03-02 04:49:49,2024-03-02 04:50:49,40.75351940567488,-73.97705049625978,40.7299029788855,-73.9920081102333,2,4.83942736293704,17.13389001348793,3.619592299994309,21.55348231348224
2024-03-02 07:38:37,2024-03-02 07:39:50,40.74945865487148,-73.97443911571494,40.7823509752412,-73.9487063127111,1,2.116276470956756,9.220191343448407,1.9731169546216687,11.993308298070076
2024-03-02 10:28:11,2024-03-02 10:29:57,40.76799271068496,-73.97339589144526,40.75742732183651,-73.96685361185187,1,5.078386253319813,18.65085690070517,4.559977249006085,24.010834149711258
2024-03-02 10:43:08,2024-03-02 10:44:49,40.75193386899301,-73.99338973032393,40.733826580347205,-73.97696727785409,1,3.241308386900138,13.290485371872284,2.6373499903218347,16.72783536219412
2024-03-02 12:31:31,2024-03-02 12:32:31,40.76873497299548,-73.96664341569051,40.77761289363444,-73.95395957248006,1,1.882908359514043,5.699952275090728,0.0,6.499952275090728
2024-03-02 14:25:05,2024-03-02 14:26:05,40.643670046166925,-73.77423855824985,40.65375645443258,-73.818,2,9.09465030634539,27.188740677601302,4.123269637141955,33.11201031474326
2024-03-02 16:31:22,2024-03-02 16:32:22,40.76149983247306,-73.98666356530948,40.78762742904937,-73.99858117107269,1,0.9644207281155972,4.407514490950817,0.7934382799584214,8.000952770909239
2024-03-02 16:43:20,2024-03-02 16:44:20,40.76923134522248,-73.97299877816847,40.74566814131679,-73.94935215945834,1,1.377651569048724,6.0061341819762815,0.0,7.806134181976281
2024-03-02 18:35:07,2024-03-02 18:36:28,40.75532509520197,-73.98826842611317,40.777532769579416,-73.9719706488949,2,4.341559667935325,16.252382289110383,3.8855722204506185,21.937954509561003
2024-03-02 18:47:12,2024-03-02 18:48:12,40.75975133222383,-73.98694536285826,40.77841808375468,-73.9885182398811,2,0.7762313067674652,4.763143046648933,0.7636794598101942,7.326822506459127
2024-03-02 18:49:57,2024-03-02 18:51:43,40.755154686210666,-73.99617669820833,40.752536607667054,-73.97685299097165,5,0.6672902714250085,3.0,0.0,4.8
