VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
1,2024-03-01 09:48:17,2024-03-01 09:50:47,2,1.8587718865440634,1,N,71,96,1,5.4575701915605155,0.0,0.5,1.2250434168823767,0.0,0.3,7.482613608442892,40.712704683010735,-74.00670652664358,40.744432437142144,-73.9693137326232
2,2024-03-27 12:15:37,2024-03-27 12:16:37,1,12.268941620635967,1,N,45,248,1,32.96592209967092,0.5,0.5,5.800578279755718,0.0,0.3,40.066500379426635,40.69553644155738,-74.16247115937325,40.68016776292524,-74.156
2,2024-03-05 21:57:55,2024-03-05 22:03:01,1,2.0280121918852227,1,N,244,186,1,12.20745159874054,1.0,0.5,0.0,0.0,0.3,14.007451598740541,40.751526462205746,-73.99858011399854,40.74434459915201,-73.99202379844529
1,2024-03-17 17:11:32,2024-03-17 17:12:32,1,4.194953519415307,1,N,210,262,1,12.692634218459352,1.0,0.5,2.758768100250741,0.0,0.3,17.251402318710092,40.75737655480738,-73.97604057018201,40.7846179100074,-73.93900597508728
1,2024-03-04 22:13:26,2024-03-04 22:14:26,1,1.2735735916280284,1,N,224,248,1,6.188381930421237,1.0,0.5,1.27425730944984,0.0,0.3,9.262639239871076,40.766935567108774,-73.99312060351781,40.80025185159381,-74.00658668539418
2,2024-03-03 23:33:53,2024-03-03 23:35:42,1,18.57164136852642,1,N,174,33,2,52.86152751000436,1.0,0.5,10.351882580603872,15.858802537781626,0.3,80.87221262838985,40.7503208675799,-73.98211668540505,40.769611317972874,-73.99096203502408
1,2024-03-05 13:34:15,2024-03-05 13:35:24,2,2.3027513633016468,1,N,15,68,2,8.15334120130023,0.0,0.5,0.0,0.0,0.3,8.953341201300232,40.759378485478244,-74.0005655168968,40.77511590169661,-73.97123504404355
2,2024-03-08 06:13:57,2024-03-08 06:15:24,1,11.260894143394891,1,N,256,263,1,37.20376404739305,0.5,0.5,6.262887299213186,0.0,0.3,44.76665134660623,40.77278567654555,-73.87136857407928,40.76686366345107,-73.88931656565244
1,2024-03-20 15:15:39,2024-03-20 15:16:39,2,7.826735576188142,1,N,248,174,2,23.5858319775338,0.0,0.5,0.0,0.0,0.3,24.3858319775338,40.74096387646221,-73.97018878263896,40.71812991418171,-73.98282253978378
1,2024-03-07 16:03:48,2024-03-07 16:05:59,1,2.8777761593058404,2,N,115,226,1,11.021861595402143,1.0,0.5,2.0734875156641976,0.0,0.3,14.895349111066341,40.742729094950995,-73.99006658372082,40.7333564080481,-74.0080662994271
2,2024-03-31 08:33:42,2024-03-31 08:34:42,1,1.0914694427938938,1,N,163,50,1,3.0,0.0,0.5,0.7044131519975085,0.0,0.3,4.504413151997508,40.7577538024008,-73.99756090150161,40.764323599544,-74.01710597678102
2,2024-03-24 14:20:52,2024-03-24 14:21:52,1,13.018643413190302,1,N,118,207,1,38.39976341136029,0.5,0.5,0.0,0.0,0.3,39.69976341136029,40.69124863382075,-74.16922102678446,40.68730319442025,-74.156
2,2024-03-28 17:10:57,2024-03-28 17:11:57,1,16.8574100491974,2,N,117,83,2,47.090420165756825,1.5,0.5,0.0,15.714141987540515,0.3,65.10456215329734,40.646594659156,-73.7806294509493,40.60539573634251,-73.818
1,2024-03-31 17:43:47,2024-03-31 17:44:47,1,2.25637903666483,1,N,204,98,1,7.6669532634609014,1.5,0.5,1.7962207732978472,0.0,0.3,11.763174036758748,40.76538018254697,-73.97795180081073,40.766417783811065,-73.96926998887157
2,2024-03-04 09:50:14,2024-03-04 09:52:22,1,2.126727200674371,1,N,197,183,2,7.521803902045117,0.5,0.5,1.328977435354742,0.0,0.3,10.150781337399861,40.759388435735524,-73.97670632757297,40.780906336173125,-73.99054795739066
1,2024-03-09 18:49:33,2024-03-09 18:50:33,3,2.6336020172383807,1,N,108,39,1,7.974654713523881,1.0,0.5,1.2545112436763677,0.0,0.3,11.029165957200249,40.75578403360565,-73.97724602704231,40.80466494312699,-73.98911808380011
2,2024-03-03 22:03:58,2024-03-03 22:07:14,2,0.7951494161764519,1,N,203,131,1,5.3163322153035555,1.5,0.5,1.095203063322919,0.0,0.3,8.711535278626474,40.717995086535026,-74.00620548909737,40.699956944492584,-74.01185536228952
2,2024-03-03 09:57:50,2024-03-03 09:58:50,1,2.2264869203900295,1,N,133,11,2,8.557965269135723,0.0,0.5,1.5719669800443934,0.0,0.3,10.929932249180117,40.75832679257879,-73.96300875687633,40.764908981547876,-73.97098177854782
2,2024-03-10 20:02:49,2024-03-10 20:03:49,4,1.1827498145224284,1,N,79,158,1,6.878214578489328,1.0,0.5,1.3499304838350645,0.0,0.3,10.028145062324393,40.70482192735484,-73.99964401484412,40.690900527169674,-73.98157925428552
1,2024-03-28 23:23:08,2024-03-28 23:24:13,1,9.75057863274671,1,N,186,18,2,25.805044575929998,1.5,0.5,6.225679482719843,0.0,0.3,34.33072405864984,40.71749505756222,-74.01178781649601,40.725718310554264,-74.00135342759803
2,2024-03-22 22:47:17,2024-03-22 22:48:17,1,2.3786842799967447,1,N,142,24,1,9.720649978495103,1.0,0.5,0.0,0.0,0.3,11.520649978495104,40.75501955925906,-73.990901796846,40.72747756437985,-73.9646372367048
2,2024-03-08 09:40:39,2024-03-08 09:41:39,1,3.783555903907643,1,N,163,29,1,14.917399369258677,0.0,0.5,0.0,0.0,0.3,15.717399369258677,40.753890941759636,-73.97506520413651,40.7264947124623,-73.94158205465624
1,2024-03-28 18:40:15,2024-03-28 18:41:15,1,1.3378223919019618,2,N,33,205,1,5.276589484856691,1.0,0.5,1.0118169320127883,0.0,0.3,8.088406416869478,40.7226041158175,-74.00064884479892,40.717784164956306,-73.99024859873377
1,2024-03-25 23:58:13,2024-03-26 00:01:56,1,4.522366087924128,1,N,51,102,1,15.859850689680874,1.5,0.5,2.43725648336647,0.0,0.3,20.59710717304735,40.715715261594184,-74.01176984160392,40.72746997407296,-74.05576777404957
2,2024-03-12 17:50:56,2024-03-12 17:51:56,3,3.5062077698897864,1,N,28,102,1,9.721226301797842,2.0,0.5,2.252525398056888,0.0,0.3,14.77375169985473,40.76356980988982,-73.98046018711516,40.7401714816971,-73.98852755018338
1,2024-03-09 10:48:27,2024-03-09 10:50:18,1,17.34192741379654,1,N,40,125,2,49.440404033442235,0.5,0.5,9.492509187068617,6.658114505216801,0.3,66.89102772572765,40.638716569505995,-73.77861079123356,40.6,-73.818
1,2024-03-06 13:51:47,2024-03-06 13:53:29,1,6.045850188668826,1,N,121,180,1,19.136443633477747,1.0,0.5,3.7552019504497354,0.0,0.3,24.69164558392748,40.76308644384122,-73.97893755819327,40.78860906567186,-73.98596019339891
2,2024-03-23 19:08:47,2024-03-23 19:09:56,1,4.491872825580303,1,N,55,141,2,18.115694839637708,1.0,0.5,0.0,0.0,0.3,19.91569483963771,40.75377810936429,-73.97938403831147,40.747684094535096,-73.9993827466677
2,2024-03-20 12:11:12,2024-03-20 12:12:12,1,13.244386635439064,1,N,134,213,1,40.68783909005341,0.0,0.5,7.398028053140347,0.0,0.3,48.88586714319375,40.75970104777212,-73.96708202975817,40.74078599116778,-73.90034104577241
2,2024-03-08 15:06:53,2024-03-08 15:07:53,1,6.576979943853862,1,N,38,263,2,21.058407413727938,0.5,0.5,0.0,0.0,0.3,22.35840741372794,40.75433418382019,-73.9826045231337,40.75218142856653,-74.03687244449611
2,2024-03-25 08:32:33,2024-03-25 08:34:47,4,6.731282806136639,1,N,90,141,1,24.408039789146894,0.5,0.5,0.0,0.0,0.3,25.708039789146895,40.74185533624926,-73.97479505469619,40.71852435311997,-73.96654917958442
2,2024-03-03 05:13:24,2024-03-03 05:14:24,2,1.7867214834989458,1,N,27,117,2,6.800367629910931,0.0,0.5,1.1455645971424444,0.0,0.3,8.745932227053375,40.76231493727658,-73.99467220265444,40.73101739848188,-73.99386366416728
1,2024-03-31 07:49:46,2024-03-31 07:50:46,1,1.9327348070691137,1,N,108,208,2,7.893908365950883,0.5,0.5,1.909892298680514,0.0,0.3,11.103800664631397,40.75970569238296,-73.97349803653573,40.783935524237926,-73.94763156109063
2,2024-03-28 22:30:39,2024-03-28 22:31:39,1,15.385345537022106,1,N,110,53,1,40.99877775772242,1.0,0.5,8.777909586192454,5.0477155997868985,0.3,56.62440294370177,40.69352345752597,-74.16514174858084,40.68902069223891,-74.14667922576741
2,2024-03-07 14:47:47,2024-03-07 14:49:01,1,15.07754132781111,1,N,223,9,1,44.63528750854414,0.0,0.5,10.742456573555554,13.159706244153794,0.3,69.33745032625349,40.68810849995538,-74.17389994797041,40.6905087006991,-74.156
2,2024-03-28 20:26:15,2024-03-28 20:27:33,2,14.64781068867824,1,N,68,107,1,44.77533276095056,1.0,0.5,9.385610814325823,0.0,0.3,55.96094357527638,40.64622539775986,-73.78230076217085,40.633494606416534,-73.818
2,2024-03-07 21:55:27,2024-03-07 21:57:43,3,1.767173561828118,1,N,184,206,2,6.236427598598089,1.0,0.5,1.108014704827411,0.0,0.3,9.144442303425501,40.71318570878158,-73.99558128434764,40.73515161403335,-74.01849573277673
2,2024-03-10 08:40:40,2024-03-10 08:41:40,1,8.740913807986377,1,N,197,165,1,23.670878762961014,0.0,0.5,0.0,0.0,0.3,24.470878762961014,40.75563926833014,-73.98916780007708,40.75195755734134,-73.99116428758795
2,2024-03-10 07:33:39,2024-03-10 07:34:39,2,0.9657660794858449,1,N,48,100,1,5.171513140009033,1.0,0.5,0.8372276758609145,0.0,0.3,7.808740815869947,40.74520555617217,-73.98574263656884,40.77071575982261,-74.0007947990825
1,2024-03-04 15:47:59,2024-03-04 15:48:59,2,7.388599380203387,1,N,211,68,1,21.996461899214676,0.0,0.5,0.0,0.0,0.3,22.796461899214677,40.702885481166874,-74.00195783058663,40.690308625728775,-73.9949063160673
2,2024-03-19 22:26:01,2024-03-19 22:27:22,1,3.7842333005644226,3,N,84,57,1,10.099874896664545,1.0,0.5,0.0,0.0,0.3,11.899874896664546,40.76382185651709,-73.99458466394357,40.74684935042661,-73.97840144817032
2,2024-03-28 08:13:18,2024-03-28 08:14:18,1,2.5424910857448726,1,N,133,18,1,10.146352181763552,1.0,0.5,0.0,0.0,0.3,11.946352181763553,40.76665452584468,-73.97906174713897,40.74633932704698,-73.99684908282313
2,2024-03-14 08:05:43,2024-03-14 08:08:49,1,2.428631337224148,1,N,166,76,1,10.73917451000929,0.0,0.5,2.266324776307185,0.0,0.3,13.805499286316476,40.772636844491096,-73.99287300966157,40.784020115529046,-73.9251485005719
1,2024-03-18 20:07:25,2024-03-18 20:09:31,1,15.105697559002328,1,N,141,185,1,44.392369540530595,1.0,0.5,0.0,14.242056384007912,0.3,60.4344259245385,40.775226901476714,-73.8864499064067,40.79478403269613,-73.84001294109305
2,2024-03-23 20:22:41,2024-03-23 20:23:41,2,8.947848405091761,1,N,99,103,2,31.110487307484426,1.0,0.5,0.0,0.0,0.3,32.91048730748442,40.709466031988626,-73.98932776964314,40.6987310445621,-73.96086899705111
1,2024-03-23 09:51:21,2024-03-23 09:52:21,1,2.0422862924080984,2,N,134,91,1,7.178667877585247,0.0,0.5,1.4862929717376665,0.0,0.3,9.464960849322914,40.73989282388704,-73.99094033767773,40.74345953194008,-73.97720682165189
1,2024-03-02 11:06:03,2024-03-02 11:07:03,1,2.286463138489696,1,N,149,126,1,12.573245460446687,0.5,0.5,2.8576532719562353,0.0,0.3,16.730898732402924,40.717599831719,-74.00100876823579,40.71173485163378,-74.00059972690546
2,2024-03-17 18:21:49,2024-03-17 18:22:49,2,4.456717390146911,1,N,103,23,2,15.77253190182747,1.0,0.5,2.862278852422385,0.0,0.3,20.434810754249856,40.76504913217273,-73.96084469737154,40.78922219401334,-73.96910422332576
2,2024-03-23 08:57:49,2024-03-23 08:58:54,3,0.8950379758097017,1,N,68,198,1,3.5398527215543147,0.0,0.5,0.0,0.0,0.3,4.339852721554315,40.76915889959649,-73.98266661987843,40.76134776387528,-73.97416199882495
2,2024-03-07 18:05:05,2024-03-07 18:06:23,3,3.4871292745545945,1,N,83,252,1,15.407584509010073,1.0,0.5,2.4179483705036255,0.0,0.3,19.6255328795137,40.75341678990289,-73.99558223472313,40.75921383913576,-73.97142137760363
1,2024-03-18 16:18:40,2024-03-18 16:19:40,1,10.676508476439674,1,N,50,29,1,31.86458367395209,1.0,0.5,7.284686842178864,0.0,0.3,40.94927051613095,40.693081827822326,-74.16040360732845,40.71672583626035,-74.09258432310173
2,2024-03-11 15:43:28,2024-03-11 15:48:07,2,10.4599450374853,1,N,90,75,1,33.55336027197774,0.0,0.5,6.15999942721668,0.0,0.3,40.51335969919442,40.638689797118275,-73.78555245854436,40.63631636076288,-73.818
2,2024-03-31 19:32:07,2024-03-31 19:33:07,1,17.069160743679255,1,N,156,208,1,47.330674453036025,1.0,0.5,0.0,11.096414440195431,0.3,60.22708889323145,40.69621858096974,-74.17778683501038,40.68436138377121,-74.156
1,2024-03-15 07:25:47,2024-03-15 07:26:47,1,16.819261569150495,1,N,235,139,1,48.82563480777601,0.0,0.5,9.479884212103787,13.558110696573198,0.3,72.66362971645299,40.77958107560746,-73.87856121000033,40.77443978073087,-73.89977840884862
2,2024-03-21 07:01:52,2024-03-21 07:04:07,1,2.5818198089833877,1,N,206,66,1,9.395877919583231,0.0,0.5,1.4372699097870698,0.0,0.3,11.633147829370301,40.75362152984496,-73.97636178191861,40.752848644866056,-73.98833652176458
2,2024-03-04 20:40:49,2024-03-04 20:43:02,5,10.714494844004413,2,N,97,25,1,29.45783922507433,1.0,0.5,0.0,0.0,0.3,31.25783922507433,40.776244014801605,-73.88856894171911,40.78475279837214,-73.87969022239871
2,2024-03-04 18:53:54,2024-03-04 18:54:54,3,7.116592024068393,1,N,141,204,2,20.44706822738638,1.0,0.5,4.053934482693374,0.0,0.3,26.301002710079757,40.74825942898812,-73.98052279094635,40.750554253971465,-73.98293433727129
1,2024-03-20 23:44:50,2024-03-20 23:45:50,2,1.2824145382292103,1,N,54,233,1,5.445282115538959,1.0,0.5,0.0,0.0,0.3,7.245282115538958,40.75218359143866,-73.98177807639107,40.77106717015706,-73.96428307143533
2,2024-03-04 23:45:21,2024-03-04 23:46:49,1,3.4163082788502646,1,N,234,152,2,13.317749178301053,1.0,0.5,0.0,0.0,0.3,15.117749178301054,40.75248601257253,-73.9785779405489,40.74672872287715,-73.97773679088056
1,2024-03-22 19:21:50,2024-03-22 19:22:50,1,0.8114044213951657,1,N,147,67,2,5.772822945902074,1.0,0.5,0.0,0.0,0.3,7.5728229459020735,40.70959529275368,-73.99924034015523,40.68271603587629,-74.02892398658683
2,2024-03-28 12:11:21,2024-03-28 12:14:13,3,0.9677955518263502,1,N,162,223,1,9.20053214269241,0.0,0.5,2.1816723802687887,0.0,0.3,12.1822045229612,40.71148657107998,-74.00236881158209,40.70369932219089,-74.02119531615944
1,2024-03-13 20:48:07,2024-03-13 20:49:07,3,1.5174841618801083,1,N,184,105,2,6.60845473220964,1.0,0.5,0.0,0.0,0.3,8.408454732209641,40.71362291547538,-74.00844543443738,40.73294193077778,-73.98846241131069
1,2024-03-13 22:32:54,2024-03-13 22:33:54,3,7.147186874815018,1,N,16,12,1,21.107923820932815,1.0,0.5,3.2678505318032727,0.0,0.3,26.175774352736088,40.64187272850397,-73.7776310822609,40.667407512271176,-73.818
1,2024-03-19 20:39:33,2024-03-19 20:42:09,1,22.507375076530867,1,N,256,21,1,61.997872699512286,1.0,0.5,14.862986706662259,14.60778711840383,0.3,93.26864652457837,40.712680700853,-74.01121385038499,40.731762943948524,-74.00360108984388
1,2024-03-22 11:58:23,2024-03-22 12:00:30,2,6.6356868603585575,1,N,93,143,1,21.952748918563664,0.0,0.5,5.2958672758076935,0.0,0.3,28.04861619437136,40.71446192714024,-74.00445067893288,40.754245437108345,-73.99612511016173
2,2024-03-09 17:57:49,2024-03-09 18:00:47,4,1.550967727884736,1,N,49,55,2,7.7240687142884195,1.0,0.5,1.196864861790347,0.0,0.3,10.720933576078767,40.7551510267933,-73.9839211680445,40.740729278358074,-73.93983881714689
2,2024-03-10 09:50:43,2024-03-10 09:51:43,3,5.818392406963806,2,N,188,221,1,16.903151477430097,0.0,0.5,2.9529923796486712,0.0,0.3,20.656143857078767,40.758365893572524,-73.98440404694591,40.78727540841288,-73.95960812555296
2,2024-03-24 20:09:04,2024-03-24 20:10:04,2,21.240074137139132,1,N,147,135,1,60.85238146999175,1.5,0.5,10.65584864248788,16.903362410084625,0.3,90.71159252256426,40.64847229513259,-73.78162125171897,40.66768332065191,-73.818
1,2024-03-21 06:58:33,2024-03-21 07:00:31,1,1.4991029042434707,1,N,148,63,1,6.495450324702949,0.5,0.5,1.297482657846202,0.0,0.3,9.09293298254915,40.757170985865685,-73.99204041819404,40.756350518519895,-74.01536797984818
1,2024-03-25 22:10:41,2024-03-25 22:11:41,1,18.904873851046723,1,N,5,191,2,56.82646639792608,2.0,0.5,9.279454914439238,5.28500663974952,0.3,74.19092795211485,40.691973363827834,-74.166098049848,40.64660062631587,-74.156
1,2024-03-03 09:58:49,2024-03-03 10:02:53,2,11.33103097583735,1,N,51,264,1,33.57341871977981,0.5,0.5,0.0,0.0,0.3,34.87341871977981,40.64330812355847,-73.77175478773835,40.63788475175443,-73.818
1,2024-03-04 11:13:35,2024-03-04 11:15:01,2,2.8873552482224687,1,N,233,141,1,8.804867981126243,1.0,0.5,2.0613073062539207,0.0,0.3,12.666175287380165,40.76231134215301,-73.98504473791684,40.761379078667694,-73.9966042518632
2,2024-03-11 12:25:15,2024-03-11 12:26:15,1,1.4824652111018073,1,N,14,182,1,9.716921552715927,0.0,0.5,0.0,0.0,0.3,10.516921552715928,40.75943569449869,-73.99944281483255,40.73437145847905,-73.93926311451133
1,2024-03-16 21:46:19,2024-03-16 21:47:19,6,15.824752771593728,1,Y,185,70,2,49.79058878336436,1.5,0.5,0.0,14.425387287141778,0.3,66.51597607050614,40.645526826143495,-73.78513184328656,40.64337531596994,-73.818
2,2024-03-25 23:55:52,2024-03-25 23:56:52,4,0.509058841531663,1,N,76,79,1,7.74989935919157,2.0,0.5,1.6353975475033948,0.0,0.3,12.185296906694965,40.750936456895886,-73.98631546888244,40.74921134991194,-73.96805412752072
